Path;SBE_version;Start_Time;System_Upload_Date;Date_from_the_Name_File;Latitude;Row_Latitude;Longitude;Row_Longitude;Station;Station_From_Name;Max_Depth;Surface_temperature;Max_difference_Tmd_Temperature;Unit_Temperature;Count_True;Count_Total;Dive_Begin_Index;Dive_End_Index;Error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mAS0923.cnv;SBE25;23.09.2024 6:58;23.09.2024 7:27;23.09.2024;52.66271667;52 39.763;106.85825;106 51.495;mp Anga-Sukhaya;mAS;1177.786;10.7608;None;t090C: Temperature [ITS-90, deg C];0;2129;2;2130;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\maxDBu1001.cnv;SBE25;01.10.2024 19:04;01.10.2024 19:22;01.10.2024;52.47445;52 28.467;106.11545;106 06.927;maxDBu1001;maxDBu;381.225;10.4222;None;t090C: Temperature [ITS-90, deg C];0;759;31;789;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mBaTu0927.cnv;SBE25;27.09.2024 13:18;27.09.2024 13:42;27.09.2024;55.32035;55 19.221;109.4775833;109 28.655;seredina Baikalskoe-Turali;mBaTu;803.694;9.9598;None;t090C: Temperature [ITS-90, deg C];0;1467;9;1475;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mBZal0924.cnv;SBE25;24.09.2024 20:28;24.09.2024 20:38;24.09.2024;53.45346667;53 27.208;108.7392667;108 44.356;seredina Barguzinskogo zaliva;mBZal;157.499;12.7029;None;t090C: Temperature [ITS-90, deg C];0;313;39;351;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mChKa0926.cnv;SBE25;26.09.2024 16:36;26.09.2024 17:03;26.09.2024;54.6211;54 37.266;109.1178;109 07.068;seredina Cheremshanij-Kabanij;mChKa;889.63;7.9728;None;t090C: Temperature [ITS-90, deg C];0;1677;7;1683;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mChZal0930.cnv;SBE25;30.09.2024 15:41;30.09.2024 15:50;30.09.2024;53.7589;53 45.534;109.1215;109 07.290;seredina Chevyrkuyskij zaliv;mChZal;5.69;11.1335;None;t090C: Temperature [ITS-90, deg C];0;2;4;5;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mdPe1001.cnv;SBE25;01.10.2024 22:38;01.10.2024 23:08;01.10.2024;52.23226667;52 13.936;105.8064333;105 48.386;max depth eschanka;mdPe;980.527;10.2654;None;t090C: Temperature [ITS-90, deg C];0;1943;4;1946;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mdZa0925.cnv;SBE25;25.09.2024 14:01;25.09.2024 14:29;25.09.2024;54.2854;54 17.124;108.7397833;108 44.387;max depth Zavorotniy-Sosnovka;mdZa;897.814;12.0513;None;t090C: Temperature [ITS-90, deg C];0;1732;30;1761;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mElDa0925.cnv;SBE25;25.09.2024 22:12;25.09.2024 22:40;25.09.2024;54.4514;54 27.084;109.0699;109 04.194;seredina Elohin-Davsha;mElDa;858.647;8.6644;None;t090C: Temperature [ITS-90, deg C];0;1668;2;1669;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mGoBa1002.cnv;SBE25;02.10.2024 2:46;02.10.2024 3:25;02.10.2024;51.91965;51 55.179;105.6369333;105 38.216;seredina BGoloustnoe-Babushkin (Malenkiy);mGoBa;1314.823;8.6677;None;t090C: Temperature [ITS-90, deg C];0;2491;4;2494;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mGoKu0922.cnv;SBE25;22.09.2024 23:11;22.09.2024 23:30;22.09.2024;52.46975;52 28.185;106.2903333;106 17.420;seredina Goliy-Kutuj;mGoKu;559.004;11.4411;None;t090C: Temperature [ITS-90, deg C];0;976;7;982;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\minDPe0922.cnv;SBE25;22.09.2024 15:39;22.09.2024 15:56;22.09.2024;52.47371667;52 28.423;106.1138667;106 06.832;minDPe0922;minDPe;382.395;12.8412;None;t090C: Temperature [ITS-90, deg C];0;700;0;699;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mIvMu0919.cnv;SBE25;19.09.2024 8:46;19.09.2024 9:21;19.09.2024;51.6469;51 38.814;104.4296;104 25.776;mpIvanovsky-Murino;mIvMu;1293.494;10.6868;None;t090C: Temperature [ITS-90, deg C];0;2241;10;2250;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mKaAm0926.cnv;SBE25;26.09.2024 22:20;26.09.2024 22:44;26.09.2024;55.04106667;55 02.464;109.43355;109 26.013;seredina Katelnikovskij-Amnundakan;mKaAm;761.308;9.9945;0.043642008;t090C: Temperature [ITS-90, deg C];243;1435;6;1440;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mKhKr0925.cnv;SBE25;25.09.2024 1:12;25.09.2024 2:00;25.09.2024;53.34658333;53 20.795;108.2120667;108 12.724;mp Khoboy-Krestovy;mKhKr;1552.041;11.2942;0.004250047;t090C: Temperature [ITS-90, deg C];11;3160;16;3175;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mKM0921.cnv;SBE25;21.09.2024 13:24;21.09.2024 14:01;21.09.2024;51.77783333;51 46.670;105.3724;105 22.344;mp Kadilny-Mishikha;mKM;1435.483;8.9036;None;t090C: Temperature [ITS-90, deg C];0;2502;22;2523;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mKYHa0922.cnv;SBE25;22.09.2024 9:51;22.09.2024 10:03;22.09.2024;52.34586667;52 20.752;106.0657;106 03.942;seredina Kr.Yar - Harauz;mKYHa;258.401;11.2803;None;t090C: Temperature [ITS-90, deg C];0;503;21;523;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mLT0917.cnv;SBE25;17.09.2024 19:06;17.09.2024 19:53;17.09.2024;51.70666667;51 42.400;105.0064333;105 00.386;mp Listvyanka-Tankhoy(pup);mLT;1398.965;8.092;None;t090C: Temperature [ITS-90, deg C];0;2676;3;2678;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mLT0919.cnv;SBE25;19.09.2024 22:21;19.09.2024 22:56;19.09.2024;51.72151667;51 43.291;104.9908167;104 59.449;seredina Listviamka-Tanhoy;mLT;1417.078;10.4187;None;t090C: Temperature [ITS-90, deg C];0;2434;7;2440;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mMaSo0918.cnv;SBE25;18.09.2024 23:17;18.09.2024 23:50;18.09.2024;51.64548333;51 38.729;104.2293667;104 13.762;seredina Marituy-Solzan;mMaSo;1256.387;10.3198;None;t090C: Temperature [ITS-90, deg C];0;2208;8;2215;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mMm1001.cnv;SBE25;01.10.2024 7:27;01.10.2024 7:38;01.10.2024;53.24236667;53 14.542;107.2545667;107 15.274;mid Maloe more;mMm;87.593;11.1848;None;t090C: Temperature [ITS-90, deg C];0;203;8;210;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mMuUr0926.cnv;SBE25;26.09.2024 19:36;26.09.2024 20:04;26.09.2024;54.83333333;54 50.000;109.2485167;109 14.911;seredina Muzhinay-Urbikan;mMuUr;884.368;9.637;None;t090C: Temperature [ITS-90, deg C];0;1692;9;1700;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mSU0925.cnv;SBE25;25.09.2024 9:50;25.09.2024 10:18;25.09.2024;53.94268333;53 56.561;108.4326333;108 25.958;mp Solnechnaya-Ushkany;mSU;889.337;10.3447;None;t090C: Temperature [ITS-90, deg C];0;1741;11;1751;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mTSG0919.cnv;SBE25;19.09.2024 12:59;19.09.2024 13:25;19.09.2024;51.61433333;51 36.860;104.7396833;104 44.381;mTSG;mTSG;996.893;12.1934;None;t090C: Temperature [ITS-90, deg C];0;1718;8;1725;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mTyNe0927.cnv;SBE25;27.09.2024 21:33;27.09.2024 21:58;27.09.2024;55.5681;55 34.086;109.5951;109 35.706;mTyNe0927;mTyNe;655.191;11.0886;None;t090C: Temperature [ITS-90, deg C];0;1388;7;1394;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mUhTo0923.cnv;SBE25;23.09.2024 20:45;23.09.2024 21:26;23.09.2024;52.89715;52 53.829;107.5419167;107 32.515;seredina Uhan - Tonkiy;mUhTo;1563.433;10.3098;None;t090C: Temperature [ITS-90, deg C];0;2886;12;2897;not error
CTD_Data\2024\09_Ver\sbe25\cnvdata\mVoBo0923.cnv;SBE25;23.09.2024 10:57;23.09.2024 11:32;23.09.2024;52.79271667;52 47.563;107.1253;107 07.518;sersdina Vorota-Boldakovo;mVoBo;1382.313;10.1874;None;t090C: Temperature [ITS-90, deg C];0;2411;15;2425;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\12kKu1021.cnv;SBE25;21.10.2024 6:22;21.10.2024 7:09;21.10.2024;51.67505;51 40.503;103.87625;103 52.575;12 km Kultuk;12kKu;1243.531;6.8837;None;t090C: Temperature [ITS-90, deg C];0;2941;3;2943;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\14kMi1030.cnv;SBE25;30.10.2024 0:36;30.10.2024 1:02;30.10.2024;51.7443;51 44.658;105.4018667;105 24.112;14 km Mishikha;14kMi;403.449;4.1036;None;t090C: Temperature [ITS-90, deg C];0;838;4;841;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kDa1026.cnv;SBE25;26.10.2024 19:49;26.10.2024 20:02;26.10.2024;54.38146667;54 22.888;109.4248333;109 25.490;3 km Davsha;3kDa;80.866;5.8718;0.086992106;t090C: Temperature [ITS-90, deg C];26;208;9;216;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kEl1027.cnv;SBE25;27.10.2024 0:56;27.10.2024 1:31;27.10.2024;54.52953333;54 31.772;108.7091167;108 42.547;3 km Elokhin;3kEl;795.217;5.19;None;t090C: Temperature [ITS-90, deg C];0;2075;3;2077;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kKa1030.cnv;SBE25;30.10.2024 5:27;30.10.2024 11:33;30.10.2024;51.8925;51 53.550;105.2480167;105 14.881;3 km Kadilniy;3kKa;1384.942;4.4839;None;t090C: Temperature [ITS-90, deg C];0;3028;4;3031;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kLi1023.cnv;SBE25;23.10.2024 18:34;23.10.2024 19:23;23.10.2024;51.81406667;51 48.844;104.9070167;104 54.421;3 km Listvyanka;3kLi;1402.763;5.4134;None;t090C: Temperature [ITS-90, deg C];0;2923;5;2927;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kMa1021.cnv;SBE25;21.10.2024 2:14;21.10.2024 3:14;21.10.2024;51.76003333;51 45.602;104.2278333;104 13.670;3 km Marituy;3kMa;1334.398;6.916;None;t090C: Temperature [ITS-90, deg C];0;2948;2;2949;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kMi1029.cnv;SBE25;29.10.2024 20:32;29.10.2024 21:05;29.10.2024;51.66646667;51 39.988;195.5011;195 30.066;3 km Mishikha;3kMi;630.341;6.7066;None;t090C: Temperature [ITS-90, deg C];0;1337;1;1337;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kSo1021.cnv;SBE25;21.10.2024 22:29;21.10.2024 22:50;21.10.2024;51.52663333;51 31.598;104.2369833;104 14.219;3 km Solzan;3kSo;323.616;7.2267;None;t090C: Temperature [ITS-90, deg C];0;675;1;675;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kTa1024.cnv;SBE25;24.10.2024 2:43;24.10.2024 3:10;24.10.2024;51.5885;51 35.310;105.1159;105 06.954;3 km Tankhoy;3kTa;630.048;7.4027;None;t090C: Temperature [ITS-90, deg C];0;1291;3;1293;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kTo1028.cnv;SBE25;28.10.2024 15:06;28.10.2024 15:46;28.10.2024;52.7433;52 44.598;107.6417667;107 38.506;3 km Tonkiy;3kTo;551.987;5.8374;None;t090C: Temperature [ITS-90, deg C];0;1096;2;1097;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\3kUh1028.cnv;SBE25;28.10.2024 8:48;28.10.2024 9:41;28.10.2024;53.0497;53 02.982;107.4216667;107 25.300;3 km Ukhan;3kUh;1603.743;6.0919;None;t090C: Temperature [ITS-90, deg C];0;3531;4;3534;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\5kKa1030.cnv;SBE25;30.10.2024 4:21;30.10.2024 5:11;30.10.2024;51.87723333;51 52.634;105.2665667;105 15.994;5 km Kadilny;5kKa;1412.696;4.5297;None;t090C: Temperature [ITS-90, deg C];0;3153;3;3155;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\5kMi1029.cnv;SBE25;29.10.2024 21:21;29.10.2024 21:55;29.10.2024;51.67845;51 40.707;105.4828167;105 28.969;5km Mishikha;5kMi;976.435;6.5889;None;t090C: Temperature [ITS-90, deg C];0;1985;2;1986;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kBKot1030.cnv;SBE25;30.10.2024 14:01;30.10.2024 14:56;30.10.2024;51.84686667;51 50.812;105.1106;105 06.636;7 km BKoy (BuySt2024);7kBKot;1419.708;4.1438;None;t090C: Temperature [ITS-90, deg C];0;3196;3;3198;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kbkot1030_SV.cnv;SBE25;30.10.2024 14:01;30.10.2024 14:56;;51.84686667;51 50.812;105.1106;105 06.636;7 km BKoy (BuySt2024);7kbkot;1419.708;4.1438;None;t090C: Temperature [ITS-90, deg C];0;3196;412;3607;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kDa1026.cnv;SBE25;26.10.2024 20:14;26.10.2024 20:38;26.10.2024;54.3884;54 23.304;10.36471667;10 21.883;7 k Davsha;7kDa;426.842;5.3899;0.069199118;t090C: Temperature [ITS-90, deg C];356;1022;5;1026;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kEl1027.cnv;SBE25;27.10.2024 0:03;27.10.2024 0:33;27.10.2024;54.51816667;54 31.090;108.76005;108 45.603;7 km Elokhin;7kEl;889.045;5.0551;None;t090C: Temperature [ITS-90, deg C];0;1848;6;1853;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kIzh1028.cnv;SBE25;28.10.2024 4:54;28.10.2024 5:50;28.10.2024;53.19483333;53 11.690;107.8066333;107 48.398;7 km Izhimey;7kIzh;1626.234;4.124;None;t090C: Temperature [ITS-90, deg C];0;3634;5;3638;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kLi1023.cnv;SBE25;23.10.2024 19:39;23.10.2024 20:23;23.10.2024;51.78391667;51 47.035;104.9359;104 56.154;7 km Listvyanka;7kLi;1405.392;5.8777;None;t090C: Temperature [ITS-90, deg C];0;2775;5;2779;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kMa1021.cnv;SBE25;21.10.2024 3:44;21.10.2024 4:34;21.10.2024;51.72208333;51 43.325;104.2250167;104 13.501;7 km Marituy;7kMa;1334.983;6.1489;None;t090C: Temperature [ITS-90, deg C];0;2905;3;2907;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kMi1029.cnv;SBE25;29.10.2024 22:12;29.10.2024 23:00;29.10.2024;51.69678333;51 41.807;105.46735;105 28.041;7 km Mishikha;7kMi;1350.467;5.5873;None;t090C: Temperature [ITS-90, deg C];0;2815;2;2816;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kSo1021.cnv;SBE25;21.10.2024 21:36;21.10.2024 22:10;21.10.2024;51.56443333;51 33.866;104.2287833;104 13.727;7 km Solzan;7kSo;872.385;6.7077;None;t090C: Temperature [ITS-90, deg C];0;1839;1;1839;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kTa1024.cnv;SBE25;24.10.2024 1:32;24.10.2024 2:11;24.10.2024;51.62026667;51 37.216;105.0879833;105 05.279;7 km Tankhoy;7kTa;1175.156;5.2977;0.005834331;t090C: Temperature [ITS-90, deg C];4;2487;8;2494;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kTo1028.cnv;SBE25;28.10.2024 14:10;28.10.2024 14:45;28.10.2024;52.77655;52 46.593;107.6163;107 36.978;7 km Tonkiy;7kTo;979.358;5.4044;0.00915083;t090C: Temperature [ITS-90, deg C];16;2111;2;2112;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\7kUh1028.cnv;SBE25;28.10.2024 10:08;28.10.2024 11:04;28.10.2024;53.01768333;53 01.061;107.4475833;107 26.855;7km Uhan;7kUh;1599.945;6.0886;None;t090C: Temperature [ITS-90, deg C];0;3361;3;3363;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\9kKa1030.cnv;SBE25;30.10.2024 2:57;30.10.2024 3:51;30.10.2024;51.84603333;51 50.762;105.2940833;105 17.645;9 km Kadilniy;9kKa;1418.247;3.9606;0.004894138;t090C: Temperature [ITS-90, deg C];5;3375;3;3377;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\9kMi1029.cnv;SBE25;29.10.2024 23:22;30.10.2024 0:09;29.10.2024;51.7079;51 42.474;105.4469333;105 26.816;9 km Mishikha;9kMi;1429.64;4.885;None;t090C: Temperature [ITS-90, deg C];0;2942;3;2944;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mAcR1027.cnv;SBE25;27.10.2024 23:09;27.10.2024 23:28;27.10.2024;53.63233333;53 37.940;108.1241667;108 07.450;mp Academic Ridge;mAcR;390.583;4.3181;None;t090C: Temperature [ITS-90, deg C];0;843;2;844;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mAS1029.cnv;SBE25;29.10.2024 1:09;29.10.2024 1:57;29.10.2024;52.66506667;52 39.904;106.8536;106 51.216;mp Anga-Sukhaya;mAS;1174.279;5.0874;None;t090C: Temperature [ITS-90, deg C];0;2617;1;2617;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mdPes1029.cnv;SBE25;29.10.2024 14:25;29.10.2024 15:21;29.10.2024;52.23146667;52 13.888;106.0516667;105.47.966;md Peschanka;mdPes;982.865;5.7812;None;t090C: Temperature [ITS-90, deg C];0;2182;2;2183;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mdZS1027.cnv;SBE25;27.10.2024 12:08;27.10.2024 12:55;27.10.2024;54.28345;54 17.007;108.7410167;108 44.461;max depth Zavorotniy-Sosnovka;mdZS;897.521;6.2977;None;t090C: Temperature [ITS-90, deg C];0;1867;3;1869;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mED1026.cnv;SBE25;26.10.2024 22:02;26.10.2024 22:34;26.10.2024;54.45248333;54 27.149;109.07065;109 04.239;mp Elokhin-Davsha;mED;861.862;3.7912;0.171998657;t090C: Temperature [ITS-90, deg C];175;1889;3;1891;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mGBmal1029.cnv;SBE25;29.10.2024 17:20;29.10.2024 18:11;29.10.2024;51.91778333;51 55.067;105.63675;105 38.205;mp Goloustnoe-Babushkin;mGBmal;1311.609;4.5301;0.011369934;t090C: Temperature [ITS-90, deg C];18;2832;4;2835;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mGK1029.cnv;SBE25;29.10.2024 10:34;29.10.2024 12:28;29.10.2024;52.46851667;52 28.111;106.2912833;106 17.477;seredina Goliy-Kukuy;mGK;532.69;5.8246;None;t090C: Temperature [ITS-90, deg C];0;1268;1;1268;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mIM1022.cnv;SBE25;22.10.2024 0:06;22.10.2024 0:52;22.10.2024;51.64643333;51 38.786;104.4311667;104 25.870;mp Ivanovskiy-Murino;mIM;1293.786;4.8923;None;t090C: Temperature [ITS-90, deg C];0;2776;2;2777;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mKhKr1028.cnv;SBE25;28.10.2024 1:40;28.10.2024 2:38;28.10.2024;53.3562;53 21.372;108.2189;108 13.134;mp Khoboy-Krestoviy;mKhKr;1628.278;4.8306;None;t090C: Temperature [ITS-90, deg C];0;3549;4;3552;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mKM1030.cnv;SBE25;30.10.2024 1:28;30.10.2024 2:53;30.10.2024;51.77823333;51 46.694;105.37125;105 22.275;seredina KadilniyMishiha;mKM;1434.023;4.2372;None;t090C: Temperature [ITS-90, deg C];0;3060;3;3062;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mKYHa1029.cnv;SBE25;29.10.2024 12:31;29.10.2024 12:53;29.10.2024;52.34606667;52 20.764;106.06595;106 03.957;seredina Kr Yar - Haraz;mKYHa;258.693;6.138;None;t090C: Temperature [ITS-90, deg C];0;564;1;564;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mLTpup1020.cnv;SBE25;20.10.2024 4:41;20.10.2024 5:54;20.10.2024;None;None;None;None;mp Listvyanka-Tankhoy (pup);mLTpup;1265.445;5.125;None;t090C: Temperature [ITS-90, deg C];0;2958;4;2961;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mLTpup1020_SV.cnv;SBE25;20.10.2024 4:41;20.10.2024 5:54;;None;None;None;None;mp Listvyanka-Tankhoy (pup);mLTpup;1265.445;5.125;None;t090C: Temperature [ITS-90, deg C];0;2958;347;3304;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mLTpup1023.cnv;SBE25;23.10.2024 21:01;23.10.2024 21:46;23.10.2024;51.71768333;51 43.061;104.9837667;104 59.026;mp Listvyanka-Tankhoy (pup);mLTpup;1414.157;4.6726;None;t090C: Temperature [ITS-90, deg C];0;2758;3;2760;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mLTpup1031.cnv;SBE25;31.10.2024 9:43;31.10.2024 10:45;31.10.2024;51.7186;51 43.116;104.9845;104 59.070;mp Listvyanka-Tankhoy;mLTpup;1414.449;5.3713;None;t090C: Temperature [ITS-90, deg C];0;3116;3;3118;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mLTpup5kS1023.cnv;SBE25;23.10.2024 22:27;23.10.2024 23:12;23.10.2024;51.67275;51 40.365;104.9939333;104 59.636;mp LTpup 5km S;mLTpup;1413.28;4.7057;None;t090C: Temperature [ITS-90, deg C];0;2889;2;2890;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mMS1021.cnv;SBE25;21.10.2024 20:02;21.10.2024 20:52;21.10.2024;51.64638333;51 38.783;104.2221667;104 13.330;mp Marituy-Solzan;mMS;1190.643;5.4523;0.056602961;t090C: Temperature [ITS-90, deg C];210;3192;2;3193;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mSU1027.cnv;SBE25;27.10.2024 20:05;27.10.2024 20:38;27.10.2024;53.942;53 56.520;108.4312333;108 25.874;mp Solnechnaya-Ushkaniy;mSU;889.337;4.4269;None;t090C: Temperature [ITS-90, deg C];0;1859;2;1860;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mTSG1022.cnv;SBE25;22.10.2024 2:18;22.10.2024 3:01;22.10.2024;51.60643333;51 36.386;104.7329167;104 43.975;mp Tolstiy-Snezhnaya;mTSG;1112.329;6.4131;0.043591769;t090C: Temperature [ITS-90, deg C];107;2411;1;2411;not error
CTD_Data\2024\10_Titov\SBE25\cnvdata\mUhTo1028.cnv;SBE25;28.10.2024 12:15;28.10.2024 13:10;28.10.2024;52.89518333;52 53.711;107.5349333;107 32.096;middle Uhan-Tonkiy;mUhTo;1565.478;5.4576;None;t090C: Temperature [ITS-90, deg C];0;3535;2;3536;not error
CTD_Data\2024\winter\sbe19\cnvdata\10knemkrestring0417.cnv;SBE19;17.04.2024 18:30;17.04.2024 18:57;17.04.2024;None;None;None;None;None;10knemkrestring;393.787;2.8244;3.539434101;tv290C: Temperature [ITS-90, deg C];346;986;1;986;not error
CTD_Data\2024\winter\sbe19\cnvdata\2kbkot0328_s19intcal.cnv;SBE19;28.03.2024 0:48;28.03.2024 2:10;;None;None;None;None;None;2kbkot;893.321;5.5918;3.66429055;tv290C: Temperature [ITS-90, deg C];1448;3336;27;3362;not error
CTD_Data\2024\winter\sbe19\cnvdata\2p3knemkrestring0417.cnv;SBE19;17.04.2024 16:27;17.04.2024 16:57;17.04.2024;None;None;None;None;None;2p;393.957;5.8859;3.130304981;tv290C: Temperature [ITS-90, deg C];305;1006;3;1008;not error
CTD_Data\2024\winter\sbe19\cnvdata\3kbkot0403_s19intcal.cnv;SBE19;03.04.2024 17:38;04.04.2024 2:41;;None;None;None;None;None;3kbkot;823.459;18.9289;3.435508844;tv290C: Temperature [ITS-90, deg C];3280;22732;26153;48884;not error
CTD_Data\2024\winter\sbe19\cnvdata\5knemkrestring0417.cnv;SBE19;17.04.2024 17:35;17.04.2024 18:56;17.04.2024;None;None;None;None;None;5knemkrestring;393.459;2.1287;3.568977514;tv290C: Temperature [ITS-90, deg C];261;925;0;924;not error
CTD_Data\2024\winter\sbe19\cnvdata\mkrestring0417.cnv;SBE19;17.04.2024 13:26;17.04.2024 14:10;17.04.2024;None;None;None;None;None;mkrestring;399.258;0.8651;3.098322329;tv290C: Temperature [ITS-90, deg C];285;1058;0;1057;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kBKot0229.cnv;SBE25;28.02.2024 15:38;29.02.2024 16:35;29.02.2024;None;None;None;None;3 km Boty;3kBKot;1311.609;0.4049;3.557725736;t090C: Temperature [ITS-90, deg C];333;1943;4;1946;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kBKot0229_2.cnv;SBE25;28.02.2024 17:15;29.02.2024 17:56;None.2024;None;None;None;None;3 km BKoty (2);3kBKot;1296.124;0.4098;3.555694138;t090C: Temperature [ITS-90, deg C];361;2014;4;2017;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kBKot0301.cnv;SBE25;01.03.2024 18:48;01.03.2024 23:04;01.03.2024;None;None;None;None;3 km BKoty;3kBKot;1269.827;0.3203;3.645194138;t090C: Temperature [ITS-90, deg C];536;2104;5;2108;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kBKot0403intcal.cnv;SBE25;03.04.2024 23:17;04.04.2024 2:22;;None;None;None;None;3 km BKoty (intercalibrovka);3kBKot;822.694;0.7725;3.170603328;t090C: Temperature [ITS-90, deg C];2637;7522;163;7684;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kKa0307.cnv;SBE25;07.03.2024 16:33;07.03.2024 18:49;07.03.2024;None;None;None;None;3 km Kadilniy;3kKa;1266.613;0.2873;3.677621269;t090C: Temperature [ITS-90, deg C];373;2730;10;2739;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kLi0305.cnv;SBE25;05.03.2024 18:25;05.03.2024 22:11;05.03.2024;None;None;None;None;3 km Listvanka;3kLi;1404.516;0.3298;3.635121269;t090C: Temperature [ITS-90, deg C];327;2353;6;2358;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kMa0311.cnv;SBE25;11.03.2024 18:07;11.03.2024 21:30;11.03.2024;None;None;None;None;3 km Marituy;3kMa;1340.534;0.2713;3.691898657;t090C: Temperature [ITS-90, deg C];450;2408;643;3050;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kMi0306.cnv;SBE25;06.03.2024 14:14;06.03.2024 14:45;06.03.2024;None;None;None;None;3 km Mishikha;3kMi;596.135;0.05;3.914346424;t090C: Temperature [ITS-90, deg C];459;1088;3;1090;not error
CTD_Data\2024\winter\sbe25\cnvdata\3kSo0312.cnv;SBE25;12.03.2024 15:14;12.03.2024 15:40;12.03.2024;None;None;None;None;3 km Solzan;3kSo;451.112;0.0962;3.866998657;t090C: Temperature [ITS-90, deg C];383;813;12;824;not error
