Path;SBE_version;Start_Time;System_Upload_Date;Date_from_the_Name_File;Latitude;Row_Latitude;Longitude;Row_Longitude;Station;Station_From_Name;Max_Depth;Surface_temperature;Max_difference_Tmd_Temperature;Unit_Temperature;Count_True;Count_Total;Dive_Begin_Index;Dive_End_Index;Error
CTD_Data\2024\07_Ver\sbe25\cnvdata\3kTa0726.cnv;SBE25;26.07.2024 2:14;26.07.2024 2:37;26.07.2024;51.59118333;51 35.471;105.1153167;105 06.919;3k Tankh;3kTa;691.441;18.5514;None;t090C: Temperature [ITS-90, deg C];0;1332;11;1342;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\3kTo0729.cnv;SBE25;29.07.2024 12:09;29.07.2024 12:39;29.07.2024;52.74308333;52 44.585;107.6418667;107 38.512;3 km Tonkij;3kTo;544.092;20.8428;None;t090C: Temperature [ITS-90, deg C];0;1028;9;1036;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\3kTu0801.cnv;SBE25;01.08.2024 12:53;01.08.2024 13:14;01.08.2024;55.29408333;55 17.645;109.7109833;109 42.659;3 km Turali;3kTu;600.813;17.6409;None;t090C: Temperature [ITS-90, deg C];0;1105;4;1108;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\3kUh0729.cnv;SBE25;29.07.2024 21:25;29.07.2024 22:06;29.07.2024;53.04935;53 02.961;107.4226;107 25.356;3 km Ukhan;3kUh;1604.619;15.2795;None;t090C: Temperature [ITS-90, deg C];0;2861;2;2862;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\5kDa0731.cnv;SBE25;31.07.2024 6:55;31.07.2024 7:06;31.07.2024;54.38185;54 22.911;109.3935;109 23.610;5 km Davsha;5kDa;182.652;11.8419;0.096830149;t090C: Temperature [ITS-90, deg C];88;371;12;382;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\5kEl0731.cnv;SBE25;31.07.2024 18:01;31.07.2024 18:27;31.07.2024;54.52073333;54 31.244;108.72985;108 43.791;5 km Elohin;5kEl;887.876;8.8851;None;t090C: Temperature [ITS-90, deg C];0;1591;4;1594;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kBa0802.cnv;SBE25;02.08.2024 2:43;02.08.2024 3:06;02.08.2024;55.34138333;55 20.483;109.3092667;109 18.556;7 km Baikalskoe;7kBa;800.186;15.5658;0.066963687;t090C: Temperature [ITS-90, deg C];207;1492;7;1498;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kBKot0726.cnv;SBE25;26.07.2024 20:21;26.07.2024 20:59;26.07.2024;51.83608333;51 50.165;105.1220333;105 07.322;7 km B.Koty;7kBKot;1420.876;13.8885;None;t090C: Temperature [ITS-90, deg C];0;2594;6;2599;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kBold0729.cnv;SBE25;29.07.2024 3:27;29.07.2024 3:52;29.07.2024;52.65698333;52 39.419;107.2511333;107 15.068;7 km Boldakova;7kBold;793.171;21.2354;None;t090C: Temperature [ITS-90, deg C];0;1529;2;1530;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kDa0731.cnv;SBE25;31.07.2024 5:29;31.07.2024 5:48;31.07.2024;54.3885;54 23.310;109.3650333;109 21.902;7mavsha;7kDa;420.409;18.9446;0.082797644;t090C: Temperature [ITS-90, deg C];163;867;6;872;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kEl0731.cnv;SBE25;31.07.2024 19:09;31.07.2024 19:39;31.07.2024;54.51698333;54 31.019;108.7593167;108 45.559;7 km Elohin;7kEl;889.337;12.2541;None;t090C: Temperature [ITS-90, deg C];0;1579;4;1582;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kIzh0730.cnv;SBE25;30.07.2024 1:27;30.07.2024 2:17;30.07.2024;53.19398333;53 11.639;107.8127833;107 48.767;7 km Izhimey;7kIzh;1626.234;16.004;None;t090C: Temperature [ITS-90, deg C];0;3112;3;3114;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kLi0726.cnv;SBE25;26.07.2024 17:47;26.07.2024 18:25;26.07.2024;51.78546667;51 47.128;104.9379167;104 56.275;7 km Listvyanka;7kLi;1406.561;15.2474;None;t090C: Temperature [ITS-90, deg C];0;2547;3;2549;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kLi0806.cnv;SBE25;06.08.2024 9:11;07.08.2024 14:44;06.08.2024;51.78508333;51 47.105;104.9354333;104 56.126;7 km Listvyanka;7kLi;1406.269;12.4197;None;t090C: Temperature [ITS-90, deg C];0;2661;10;2670;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kMa0724.cnv;SBE25;24.07.2024 14:24;24.07.2024 15:03;24.07.2024;51.72028333;51 43.217;104.22485;104 13.491;7 km Marituy;7kMa;1342.287;10.0975;None;t090C: Temperature [ITS-90, deg C];0;2409;2;2410;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kMi0727.cnv;SBE25;27.07.2024 2:32;27.07.2024 3:10;27.07.2024;51.6963;51 41.778;105.4839667;105 29.038;7 km Mishiha;7kMi;1365.367;15.5706;None;t090C: Temperature [ITS-90, deg C];0;2441;1;2441;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kNA0802.cnv;SBE25;02.08.2024 7:25;02.08.2024 7:42;02.08.2024;55.71823333;55 43.094;109.6238667;109 37.432;7 km Nizhneangarsk;7kNA;469.826;18.5269;0.147285599;t090C: Temperature [ITS-90, deg C];320;873;3;875;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kSo0724.cnv;SBE25;24.07.2024 21:15;24.07.2024 21:42;24.07.2024;51.56498333;51 33.899;104.22825;104 13.695;7k Solzan;7kSo;875.892;16.3719;None;t090C: Temperature [ITS-90, deg C];0;1599;2;1600;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kTa0726.cnv;SBE25;26.07.2024 3:01;26.07.2024 3:37;26.07.2024;51.45366667;51 27.220;105.0868833;105 05.213;7 km Tanhoy;7kTa;1164.052;16.7233;0.044890352;t090C: Temperature [ITS-90, deg C];6;2189;12;2200;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kTo0729.cnv;SBE25;29.07.2024 14:04;29.07.2024 14:32;29.07.2024;52.77675;52 46.605;107.6147;107 36.882;7 km Tonkiy;7kTo;1065.864;21.6283;None;t090C: Temperature [ITS-90, deg C];0;1955;4;1958;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kTu0801.cnv;SBE25;01.08.2024 22:45;01.08.2024 23:09;01.08.2024;55.30201667;55 18.121;109.6569333;109 39.416;7 km Turali;7kTu;656.36;18.3956;None;t090C: Temperature [ITS-90, deg C];0;1297;2;1298;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\7kUh0729.cnv;SBE25;29.07.2024 20:20;29.07.2024 21:00;29.07.2024;53.02016667;53 01.210;107.44345;107 26.607;7 km Ukhan;7kUh;1604.911;14.0705;None;t090C: Temperature [ITS-90, deg C];0;2869;10;2878;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\9kDa0801.cnv;SBE25;01.08.2024 1:16;01.08.2024 1:37;01.08.2024;54.3926;54 23.556;109.3353333;109 20.120;9 km Davsha;9kDa;575.084;17.1441;0.009039082;t090C: Temperature [ITS-90, deg C];3;1086;0;1085;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\9kEl0731.cnv;SBE25;31.07.2024 19:51;31.07.2024 20:15;31.07.2024;54.51146667;54 30.688;108.78565;108 47.139;9 km Elohin;9kEl;888.46;11.7642;None;t090C: Temperature [ITS-90, deg C];0;1562;0;1561;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\KrRing24_0728.cnv;SBE25;28.07.2024 17:02;28.07.2024 17:38;28.07.2024;52.59043333;52 35.426;106.3951;106 23.706;centr Krestovskiy ring 2024;KrRing;1076.677;18.7063;None;t090C: Temperature [ITS-90, deg C];0;2036;4;2039;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mAcR0804.cnv;SBE25;04.08.2024 23:23;04.08.2024 23:37;04.08.2024;53.63373333;53 38.024;108.1230667;108 07.384;mp Academicheskiy;mAcR;402.279;19.1908;0.012539082;t090C: Temperature [ITS-90, deg C];42;782;2;783;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mArHo0805.cnv;SBE25;05.08.2024 5:17;05.08.2024 5:33;05.08.2024;53.4444;53 26.664;107.6726167;107 40.357;seredina Aral-Hoboy;mArHo;337.361;16.7278;None;t090C: Temperature [ITS-90, deg C];0;678;13;690;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mAS0728.cnv;SBE25;28.07.2024 19:59;28.07.2024 20:31;28.07.2024;52.66513333;52 39.908;106.85205;106 51.123;mp Anga-Sukhaya;mAS;1172.526;19.7729;0.007409552;t090C: Temperature [ITS-90, deg C];4;2186;2;2187;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mBarg0730.cnv;SBE25;30.07.2024 14:50;30.07.2024 15:01;30.07.2024;53.458;53 27.480;108.7409833;108 44.459;mp Barguzinskiy zaliv;mBarg;160.131;21.4118;0.001742008;t090C: Temperature [ITS-90, deg C];3;330;1;330;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mBaTu0802.cnv;SBE25;02.08.2024 0:49;02.08.2024 1:15;02.08.2024;55.31628333;55 18.977;109.4801167;109 28.807;seredina Bajkal'skoe-Turali;mBaTu;804.279;17.8597;0.055989557;t090C: Temperature [ITS-90, deg C];50;1549;6;1554;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mChiv0730.cnv;SBE25;30.07.2024 23:48;31.07.2024 0:04;30.07.2024;53.75893333;53 45.536;109.1222;109 07.332;mp Chivyrkuyskiy zaliv;mChiv;4.52;19.5172;None;t090C: Temperature [ITS-90, deg C];0;19;13;31;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mChKa0801.cnv;SBE25;01.08.2024 4:24;01.08.2024 4:53;01.08.2024;54.62263333;54 37.358;109.1173;109 07.038;seredina Cheremshanij - Kabaniy;mChKa;890.214;17.4059;None;t090C: Temperature [ITS-90, deg C];0;1658;0;1657;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mdPes0728.cnv;SBE25;28.07.2024 6:53;28.07.2024 7:21;28.07.2024;52.23181667;52 13.909;105.8033333;105 48.200;max depth Peschanka;mdPes;982.573;10.4899;None;t090C: Temperature [ITS-90, deg C];0;1819;16;1834;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mdZS0804.cnv;SBE25;04.08.2024 2:04;04.08.2024 2:30;04.08.2024;54.28268333;54 16.961;108.8738889;108.44.506;max depth Zavorotniy-Sosnovka;mdZS;897.521;18.1382;None;t090C: Temperature [ITS-90, deg C];0;1696;1;1696;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mElDa0731.cnv;SBE25;31.07.2024 14:24;31.07.2024 14:53;31.07.2024;54.45238333;54 27.143;109.0708833;109 04.253;seredina Elohin-Davsha;mElDa;862.447;15.0775;None;t090C: Temperature [ITS-90, deg C];0;1679;3;1681;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mGBmal0727.cnv;SBE25;27.07.2024 19:48;27.07.2024 20:23;27.07.2024;51.92008333;51 55.205;105.6400167;105 38.401;seredina B.Goloustniy-Babushkin (Malinkiy);mGBmal;1316.868;17.5321;None;t090C: Temperature [ITS-90, deg C];0;2369;0;2368;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mGoKu0728.cnv;SBE25;28.07.2024 13:54;28.07.2024 14:22;28.07.2024;52.46803333;52 28.082;106.2834;106 17.004;middle Goliy-Kukuy;mGoKu;540.876;19.5441;None;t090C: Temperature [ITS-90, deg C];0;1109;10;1118;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mHoKr0730.cnv;SBE25;30.07.2024 11:21;30.07.2024 12:08;30.07.2024;53.36078333;53 21.647;108.2210833;108 13.265;seredina Hoboy-Krestoviy;mHoKr;1626.818;15.1842;None;t090C: Temperature [ITS-90, deg C];0;3139;7;3145;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mindBu0728.cnv;SBE25;28.07.2024 12:03;28.07.2024 12:21;28.07.2024;52.4747;52 28.482;106.1166167;106 06.997;min depth Buguldeyka;mindBu;380.933;20.0128;None;t090C: Temperature [ITS-90, deg C];0;745;3;747;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mIvMu0725.cnv;SBE25;25.07.2024 0:29;25.07.2024 1:08;25.07.2024;51.64563333;51 38.738;104.43725;104 26.235;seredina Ivanovskiy-Murino;mIvMu;1294.078;12.3884;None;t090C: Temperature [ITS-90, deg C];0;2416;0;2415;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mKaAm0801.cnv;SBE25;01.08.2024 10:07;01.08.2024 10:31;01.08.2024;55.04566667;55 02.740;109.4374167;109 26.245;seredina Katel'nikovskiy-Amnundakan;mKaAm;757.216;9.3654;None;t090C: Temperature [ITS-90, deg C];0;1379;23;1401;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mKaMi0726.cnv;SBE25;26.07.2024 23:48;27.07.2024 0:36;26.07.2024;51.77383333;51 46.430;105.3517833;105 21.107;seredina Kadil'niy-Mishiha;mKaMi;1434.023;15.2197;None;t090C: Temperature [ITS-90, deg C];0;2895;16;2910;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mKYHa0728.cnv;SBE25;28.07.2024 9:55;28.07.2024 10:25;28.07.2024;52.3475;52 20.850;106.06605;106 03.963;seredina Krasnij Yar - Harauz;mKYHa;261.033;19.7051;None;t090C: Temperature [ITS-90, deg C];0;526;8;533;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mLT0726.cnv;SBE25;26.07.2024 5:55;26.07.2024 6:34;26.07.2024;51.71758333;51 43.055;104.9847167;104 59.083;seredina Listvianka-Tanhoy;mLT;1416.494;15.6426;None;t090C: Temperature [ITS-90, deg C];0;2634;2;2635;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mMaSo0724.cnv;SBE25;24.07.2024 16:48;24.07.2024 17:23;24.07.2024;51.64575;51 38.745;104.2265833;104 13.595;seredina Marituy - Solzan;mMaSo;1249.959;10.9875;0.053039856;t090C: Temperature [ITS-90, deg C];87;2188;7;2194;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mMM0805.cnv;SBE25;05.08.2024 8:28;05.08.2024 8:42;05.08.2024;53.24613333;53 14.768;107.25885;107 15.531;seredina Maloe More;mMM;88.178;20.9118;0.021077855;t090C: Temperature [ITS-90, deg C];45;208;10;217;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mMuUr0801.cnv;SBE25;01.08.2024 7:08;01.08.2024 7:32;01.08.2024;54.83201667;54 49.921;109.2499333;109 14.996;seredina Muzhinaj-Urbikan;mMuUr;885.245;14.2394;0.025040997;t090C: Temperature [ITS-90, deg C];36;1618;3;1620;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mSoUs0804.cnv;SBE25;04.08.2024 13:01;04.08.2024 13:34;04.08.2024;53.94438333;53 56.663;108.4321333;108 25.928;seredina Solnechiy-Ushkaniy;mSoUs;890.214;18.8463;None;t090C: Temperature [ITS-90, deg C];0;1721;0;1720;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mTiNe0802.cnv;SBE25;02.08.2024 11:16;02.08.2024 11:38;02.08.2024;55.56828333;55 34.097;109.6000167;109 36.001;seredina Tija-Nemnqnka;mTiNe;649.051;11.3927;0.152740997;t090C: Temperature [ITS-90, deg C];83;1235;20;1254;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mTSG0725.cnv;SBE25;25.07.2024 22:59;25.07.2024 23:35;25.07.2024;51.60768333;51 36.461;104.73585;104 44.151;mTSG;mTSG;1087.782;16.5835;None;t090C: Temperature [ITS-90, deg C];0;2058;1;2058;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mUT0729.cnv;SBE25;29.07.2024 17:12;29.07.2024 17:53;29.07.2024;52.89491667;52 53.695;107.5300667;107 31.804;mp Ukhan-Tonkiy;mUT;1565.478;16.9987;None;t090C: Temperature [ITS-90, deg C];0;2842;14;2855;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mUT0729_100m.cnv;SBE25;29.07.2024 16:47;29.07.2024 17:52;;52.89491667;52 53.695;107.5300667;107 31.804;mp Ukhan-Tonkiy (100m);mUT;113.041;17.1576;None;t090C: Temperature [ITS-90, deg C];0;237;1;237;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\mVB0729.cnv;SBE25;29.07.2024 0:15;29.07.2024 0:50;29.07.2024;52.7932;52 47.592;107.1097167;107 06.583;mp Vorota-Boldakova;mVB;1365.367;20.6217;None;t090C: Temperature [ITS-90, deg C];0;2481;4;2484;not error
CTD_Data\2024\07_Ver\sbe25\cnvdata\nearIrk0728.cnv;SBE25;28.07.2024 3:32;28.07.2024 4:06;28.07.2024;52.04996667;52 02.998;105.7019333;105 42.116;near Irkutsk;nearIrk;1080.183;16.5694;None;t090C: Temperature [ITS-90, deg C];0;2143;4;2146;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\12kKu0918.cnv;SBE 19;18.09.2024 8:58;18.09.2024 9:47;18.09.2024;None;None;None;None;12 km Kultuk (mpRing);12kKu;1250.398;4.6783;None;tv290C: Temperature [ITS-90, deg C];0;2471;4;2474;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\3kMa0918.cnv;SBE 19;18.09.2024 15:03;18.09.2024 15:23;18.09.2024;None;None;None;None;3 km Marituy (0-100);3kMa;87.706;7.7991;None;tv290C: Temperature [ITS-90, deg C];0;933;38;970;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\3kSo0919.cnv;SBE 19;19.09.2024 4:28;19.09.2024 13:34;19.09.2024;None;None;None;None;3 km Solzan;3kSo;117.615;11.6159;None;tv290C: Temperature [ITS-90, deg C];0;432;44;475;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kBa0927.cnv;SBE 19;27.09.2024 15:21;27.09.2024 16:27;27.09.2024;None;None;None;None;7 km Baikalskoe;7kBa;786.183;9.3751;0.01651691;tv290C: Temperature [ITS-90, deg C];14;1647;34;1680;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kDa0926.cnv;SBE 19;26.09.2024 1:02;26.09.2024 1:21;26.09.2024;None;None;None;None;7 km Davsha;7kDa;426.715;11.4731;0.006657217;tv290C: Temperature [ITS-90, deg C];34;1011;31;1041;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kEl0925.cnv;SBE 19;25.09.2024 18:08;25.09.2024 18:42;25.09.2024;None;None;None;None;7 km Elokhin;7kEl;864.591;9.83;None;tv290C: Temperature [ITS-90, deg C];0;1760;75;1834;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kIzh0924.cnv;SBE 19;24.09.2024 10:23;24.09.2024 11:24;24.09.2024;None;None;None;None;7 km Izhimey;7kIzh;1626.9;11.64;None;tv290C: Temperature [ITS-90, deg C];0;3303;8;3310;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kKa0921.cnv;SBE 19;21.09.2024 9:25;21.09.2024 10:23;21.09.2024;None;None;None;None;7 km Kadilniy;7kKa;1413.913;10.7605;None;tv290C: Temperature [ITS-90, deg C];0;2743;11;2753;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kLi0920.cnv;SBE 19;20.09.2024 20:54;20.09.2024 21:45;20.09.2024;None;None;None;None;7 km Listvyanka;7kLi;1407.092;11.2076;None;tv290C: Temperature [ITS-90, deg C];0;2660;110;2769;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kMa0918.cnv;SBE 19;18.09.2024 17:18;18.09.2024 19:04;18.09.2024;None;None;None;None;7 km Marituy;7kMa;1331.427;11.3268;None;tv290C: Temperature [ITS-90, deg C];0;4075;42;4116;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kMi0921.cnv;SBE 19;21.09.2024 16:00;21.09.2024 17:10;21.09.2024;None;None;None;None;7 km Mishikha;7kMi;1358.903;9.7342;None;tv290C: Temperature [ITS-90, deg C];0;2512;60;2571;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kNA0927.cnv;SBE 19;27.09.2024 23:30;27.09.2024 23:52;27.09.2024;None;None;None;None;7 km N-Angarsk;7kNA;481.311;5.2066;0.043617161;tv290C: Temperature [ITS-90, deg C];61;1072;74;1145;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kSo0919.cnv;SBE 19;19.09.2024 1:41;19.09.2024 2:23;19.09.2024;None;None;None;None;7 km Solzan;7kSo;846.681;5.6872;None;tv290C: Temperature [ITS-90, deg C];0;1584;36;1619;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kTa0920.cnv;SBE 19;20.09.2024 1:26;20.09.2024 2:12;20.09.2024;None;None;None;None;7 km Tankhoy;7kTa;1125.834;6.5579;None;tv290C: Temperature [ITS-90, deg C];0;2090;44;2133;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kTo0923.cnv;SBE 19;23.09.2024 23:37;24.09.2024 0:50;23.09.2024;None;None;None;None;7 km Tonkiy (Slava);7kTo;1045.897;11.3379;None;tv290C: Temperature [ITS-90, deg C];0;2035;39;2073;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kTu0927.cnv;SBE 19;27.09.2024 10:58;27.09.2024 11:30;27.09.2024;None;None;None;None;7 km Turali;7kTu;694.192;11.6344;0.002196302;tv290C: Temperature [ITS-90, deg C];3;1365;48;1412;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\7kUh0923.cnv;SBE 19;23.09.2024 15:55;23.09.2024 17:01;23.09.2024;None;None;None;None;7 km Ukhan;7kUh;1595.273;14.2592;None;tv290C: Temperature [ITS-90, deg C];0;2992;55;3046;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mAkR0925.cnv;SBE 19;25.09.2024 4:43;25.09.2024 5:04;25.09.2024;None;None;None;None;mp Academic ridge;mAkR;403.54;10.5242;0.031853094;tv290C: Temperature [ITS-90, deg C];71;1051;138;1188;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mArHo1001.cnv;SBE 19;01.10.2024 0:59;01.10.2024 1:15;01.10.2024;None;None;None;None;mp Aral-Hoboy (BVor MM);mArHo;336.252;6.1201;None;tv290C: Temperature [ITS-90, deg C];0;831;25;855;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mAS0923.cnv;SBE 19;23.09.2024 7:43;23.09.2024 9:40;23.09.2024;None;None;None;None;mp Anga-Sukhaya;mAS;1172.498;10.9886;0.022836441;tv290C: Temperature [ITS-90, deg C];25;2221;61;2281;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mBT0927.cnv;SBE 19;27.09.2024 12:50;27.09.2024 13:22;27.09.2024;None;None;None;None;mp Baikalskoe-Turali;mBT;804.279;9.5776;None;tv290C: Temperature [ITS-90, deg C];0;1588;42;1629;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mCkK0926.cnv;SBE 19;26.09.2024 15:54;26.09.2024 16:31;26.09.2024;None;None;None;None;mp Cheremshaniy-Kabaniy;mCkK;890.58;8.0351;None;tv290C: Temperature [ITS-90, deg C];0;1775;56;1830;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mdPes1001.cnv;SBE 19;01.10.2024 21:58;01.10.2024 22:37;01.10.2024;None;None;None;None;max. depth Peschanka-Istok;mdPes;979.927;10.2175;None;tv290C: Temperature [ITS-90, deg C];0;1983;105;2087;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mdZS0925.cnv;SBE 19;25.09.2024 13:27;25.09.2024 14:00;25.09.2024;None;None;None;None;md Zavorotniy-Sosnovka;mdZS;898.712;10.2746;None;tv290C: Temperature [ITS-90, deg C];0;1753;31;1783;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mED0925.cnv;SBE 19;25.09.2024 21:28;25.09.2024 22:04;25.09.2024;None;None;None;None;mp Elokhin-Davsha;mED;857.469;8.5762;None;tv290C: Temperature [ITS-90, deg C];0;1769;72;1840;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mGBmal1002.cnv;SBE 19;02.10.2024 1:49;02.10.2024 2:44;02.10.2024;None;None;None;None;mp Goloustnoe-Babushkin (Malenkiy);mGBmal;1319.05;8.1687;None;tv290C: Temperature [ITS-90, deg C];0;2450;38;2487;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mGK0922.cnv;SBE 19;22.09.2024 22:48;22.09.2024 23:16;22.09.2024;None;None;None;None;mp Goly-Kukuy;mGK;530.173;11.3181;None;tv290C: Temperature [ITS-90, deg C];0;1078;98;1175;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mHoKr0925.cnv;SBE 19;25.09.2024 0:05;25.09.2024 2:39;25.09.2024;None;None;None;None;mp Khoboy-Krestoviy;mHoKr;1618.267;11.185;0.016344135;tv290C: Temperature [ITS-90, deg C];46;3045;45;3089;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mIM0919.cnv;SBE 19;19.09.2024 7:50;19.09.2024 13:54;19.09.2024;None;None;None;None;mp Ivanovskiy-Murino;mIM;1278.127;7.319;None;tv290C: Temperature [ITS-90, deg C];0;2404;41;2444;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mKA0926.cnv;SBE 19;26.09.2024 21:52;26.09.2024 23:06;26.09.2024;None;None;None;None;mp Kotelnikovskiy-Amnundakan;mKA;760.626;9.6845;0.021159617;tv290C: Temperature [ITS-90, deg C];48;1574;50;1623;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mKM0921.cnv;SBE 19;21.09.2024 12:24;21.09.2024 13:27;21.09.2024;None;None;None;None;mp Kadilniy-Mishikha;mKM;1435.397;9.6696;None;tv290C: Temperature [ITS-90, deg C];0;2706;53;2758;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mKyKh0922.cnv;SBE 19;22.09.2024 9:32;22.09.2024 9:47;22.09.2024;None;None;None;None;mp Kr.Yar-Kharauz;mKyKh;259.529;11.3233;None;tv290C: Temperature [ITS-90, deg C];0;738;95;832;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mLTpup0917_Gutnik.cnv;SBE 19;17.09.2024 17:05;17.09.2024 18:20;;None;None;None;None;mp Listvyanka-Tankhoy(pup);mLTpup;1384.267;6.8125;None;tv290C: Temperature [ITS-90, deg C];0;2660;16;2675;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mLTpup0919.cnv;SBE 19;19.09.2024 21:24;19.09.2024 22:21;19.09.2024;None;None;None;None;mp Listvyanka-Tankhoy(pup);mLTpup;1418.044;9.7921;None;tv290C: Temperature [ITS-90, deg C];0;2575;49;2623;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mMalMore1001.cnv;SBE 19;01.10.2024 8:15;01.10.2024 8:26;01.10.2024;None;None;None;None;mp Maloe More;mMalMore;95.543;10.5101;None;tv290C: Temperature [ITS-90, deg C];0;421;45;465;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mMS0918.cnv;SBE 19;18.09.2024 22:17;18.09.2024 23:57;18.09.2024;None;None;None;None;mp Marituy-Solzan;mMS;1252.906;7.5379;None;tv290C: Temperature [ITS-90, deg C];0;2416;41;2456;not error
CTD_Data\2024\09_Ver\sbe19\cnvdata\mMuUr0926.cnv;SBE 19;26.09.2024 18:59;26.09.2024 19:33;26.09.2024;None;None;None;None;mp Muzhinay-Urbican;mMuUr;885.159;6.4883;None;tv290C: Temperature [ITS-90, deg C];0;1710;55;1764;not error
